idlead
4124099
27998828
16427051
23275325
20207535
20124947
4134466
20175865
24572097
15670542
24609671
25017760
23021958
4133286
25225676
24162988
22103771
21069820
20057543
20135627
15128578
4000289
20065054
21165728
16781921
20194544
15001161
20065943
20195022
23538955
15279957
20183129
21479862
15013855
22580718
20246749
24391571
16559314
25012594
22580956
20155506
25560559
27151048
20187039
20065155
20188935
4135570
24425119
22288686
21251362
25604024
20256956
21195921
4126965
21177508
21177225
24518832
20155752
24425129
21483214
20065854
15021917
15056495
15063294
20120412
27788580
20241796
20143384
24616486
22148741
15103569
23049450
22142219
25318987
22098016
25316425
20289268
23132668
20228571
27661034
22006773
24603936
4051386
20213028
21508252
20066382
23477331
25071624
21038760
4135990
24574366
21039001
4136046
24580516
21040318
21540502
21540549
25436909
25410746
24602437
16339186
24373125
20226395
16972637
21347248
26024427
4152367
24270457
15396972
24182987
4133843
25016466
25043852
20165642
4152437
4152945
24354679
26021683
25844424
24191542
4152882
22373549
21009037
21337043
21357067
20245858
15409727
22308445
26023180
27123696
20294992
22594052
4057004
22385163
4133258
4136265
22308457
24442658
16834331
22293854
22009457
15305096
22513484
4127707
22002155
21022690
15638886
15675486
4119978
20066539
20291465
26038282
20303084
26039371
4127830
20065935
21071635
4135397
22094574
24409112
4136655
4136430
15688672
4136641
27508060
20236968
20150210
15513382
24376947
20131496
23142979
23470395
20284439
16416742
24598455
17382089
23430670
28727576
24613552
15034319
4070362
26077994
22118127
21276548
24557508
20293464
24130103
4126278
23563882
28075994
25137403
4131742
4134938
4070455
21338272
21174361
21322870
20147546
24310619
25630835
21401527
16274207
24608455
20124115
16004331
4020699
25636220
20236162
24617052
23245693
22381202
4004326
24015594
4003928
23168139
24458134
4032367
20247790
23155176
20130083
4152795
24563592
27747057
20241602
25528853
20240635
20217533
20241719
20064632
24555631
23263840
20264578
24600295
23507069
24574630
16352533
15662776
25372914
21078617
25331008
27807991
24290763
20272557
20277561
15129312
20289999
20125519
24304761
25417478
24554789
4153294
4151864
24484552
20156251
15352680
24426889
25018694
25071154
25635881
16715896
24330973
24330413
4154114
24397334
4153202
21386273
20157084
22250553
25741640
4153293
15288735
4153503
21456595
4153532
4153553
20156481
4153783
24640158
20149700
23491674
25047359
15262644
20291383
16918562
4136205
20303558
24351686
22363838
24606570
27304602
21013802
20054092
21227801
21427068
16844657
20294527
21122426
20250732
23335773
22569805
27709896
23151411
21035161
17281735
20065777
20300858
25228420
4136697
16741873
25058656
25138321
4117608
22475123
17174190
25881838
28148839
15551640
22261478
15050813
15221217
16349026
25866383
15330140
16196842
28328409
21091526
22110107
27005421
27013483
28483190
16039621
24092019
21087683
22474748
23165247
16186089
25339570
16901653
24066102
27786700
25700353
23181217
20068685
25001843
16771841
23052613
25915052
25780322
22489336
24109461
15076605
28580252
21193888
23637205
17214142
21359317
21131567
28254912
27941949
23529755
22603177
25796035
21482742
23516938
28102753
22568510
25459485
21283084
25501027
28660839
25486130
27173016
22442227
24140706
28217549
25496365
24281227
17316441
22368899
22574447
24328311
20192857
15323160
24161653
15041199
24016137
20065117
22154116
21042506
21390307
15478579
23608526
4135922
23188711
17265182
21019900
16088415
15115211
20192890
16197103
20175790
25452825
25529497
24405816
20192888
21065338
24652382
25260543
20155954
16102285
24547300
20059754
21190875
21191675
25959523
27751153
21404717
23137840
21037558
4003065
26016563
15009681
15017637
23523663
24231525
24569008
20065001
24383819
26075644
23125312
23556238
16632298
4029837
23530936
25568325
24236032
15115805
15145340
16948481
26073596
4146899
17233090
4080977
20011243
24640722
25421994
4150971
24162929
25477449
21313618
16262206
24011124
21372924
24576640
23471107
17357968
23308415
20243178
4152975
27523244
24466460
17365103
16917692
20114956
20113092
24588168
17371039
24466653
17385112
25426645
20064126
23586437
24426690
20064143
25752435
25351983
22068655
23188115
16767249
25931980
24424215
20245891
22057743
24629187
27425311
24629125
21101244
22037837
16235099
25674185
24340401
27200463
22029733
24257272
4154416
23550019
28953425
28186591
23017759
28377671
22174041
15358692
24658170
24662512
28423206
22647784
15660360
20161918
20291021
15471966
15220622
22365583
20047786
22128340
27768331
20290091
23029328
4021211
15680153
23037890
22133247
28741954
28740782
27729439
4021896
20208344
20013650
28903977
15342377
15627871
15269892
20018132
24650056
20169515
23117070
27665433
20190792
22237870
22221750
20190782
28911795
25163845
27950909
22630149
24325635
22605142
25588299
23562914
24617882
22152455
15325442
24141638
20063281
22522655
23284564
4136290
25616722
4147611
27221789
20293144
22459660
21265196
23418262
22566887
28027080
27272799
22377746
15355826
24153588
23121362
16147317
22378822
27678571
27584018
22663131
20064399
20065482
20244660
20112268
17234710
20243863
27173847
16899255
20287484
24652284
20291198
17293690
16622029
20175931
25625264
25910035
25014944
23191452
24311374
15218980
25509956
21078105
25021060
28533425
20244917
23296031
22455084
23618611
4135706
16059910
20284451
4092633
15054737
24603209
20079274
25289015
21035677
22117730
21557024
16613380
22467561
20208450
25602651
23282069
24163807
20065255
25939535
4135609
25875502
4064321
24061113
27649025
17316954
4101425
20064923
22568098
20245250
16933098
24442605
17098195
23221565
4123659
24434848
4172497
20064928
23190560
16859227
20293403
4135987
4065014
21388276
4120224
4049124
4048021
4051952
4049190
21198422
4049035
4052749
21195810
21198421
4052380
21110383
4052736
4052508
4053256
4055437
4048721
15467798
4053629
4052356
15506527
25590733
4048576
15458090
4053088
4051359
4048441
4055453
4049167
4051529
4052103
21432213
4052208
16931110
15289132
20276747
25658290
20251915
20295114
25099748
25660218
20047945
21012790
4127790
25943870
20048113
25654659
24441430
20251050
20250982
20048198
21013758
25025329
24442810
20294735
20251678
16900642
21013756
24442838
20251716
21013750
24439625
20251881
24436808
21290499
21005379
21014086
25629185
21024477
21028253
21190698
17178527
21188832
21028463
16898542
17183003
24486304
20020513
17187254
17187523
21003113
25579583
20294575
20294470
21029818
17205181
21029951
17220481
20294024
20256524
21030852
24652056
25602077
20253686
24430911
17130807
20252951
20253222
17131919
21020314
20304223
20253242
4132613
20253325
17133769
4127579
25969050
24235180
25025201
21203273
4127540
21198964
17157324
24461501
